Summary,Keywords,Meaningful keywords,IoCs
"VirusTotal Reveals Most Impersonated Software in Malware Attacks - Skype, Adobe Reader, and VLC Player, 7-Zip, TeamViewer, CCleaner, Microsoft Edge, Steam, Zoom, and WhatsApp.  https://t.co/xqd6TaRM3w","[['vlc', 'zip', 'ccleaner', 'search', 'ads', 'google', 'malware', 'hackers', 'cybersecurity', 'website']]","[""['skype', 'system'], ['virustotal', 'organization']""]",none
"🚨ALERT: Users Warned of New Aerst, ScareCrow, and Vohuk Ransomware Families -

@Fortinet ’s security researchers have shared information on...

Find more: https://t.co/4YyqrCocTT 

#cybermaterial #cybersecurity #infosec #alert #cyberalert #aerst #scarecrow #vohuk #ransomware https://t.co/vWqCquURQc","[['vohuk', 'scarecrow', 'ransomware', 'families', 'new', 'aerst', 'users', 'cybersecurity', 'roundup', 'infosec']]","[""['vohuk', 'malware'], ['scarecrow', 'malware'], ['fortinet', 'organization'], ['fortiguard', 'organization']""]",none
"Beware: Tainted VPNs Being Used to Spread EyeSpy Surveillanceware https://t.co/6c4KfVfgs4

#DataSecurity #Privacy #Phishing #Ransomware #Cybersecurity #CyberAttack #DataProtection #DataBreach #Hacked #Infosec https://t.co/DOQagLIXhE","[['beware', 'surveillanceware', 'eyespy', 'vpns', 'spread', 'cybersecurity', '@thehackersnews', 'infosec', 'vpn', 'malware']]","[""['eyespy', 'malware']""]",none
"RT TheHackersNews ""SideWinder APT hackers compromised the official website of Pakistan's National Electric Power Regulatory Authority to deliver a new tailored #malware called WarHawk.

Read: https://t.co/sgbCF2hmHq

#infosec #cybersecurity #technews"" Stay up-to-date: ausreal.n…","[['cybersecurity', 'hackers', 'website', 'pakistan', 'apt', 'sidewinder', 'infosec', 'national', 'read', 'technews']]","[""['pakistan', 'gpe'], ['warhawk', 'malware'], ['sidewinder', 'malware']""]",none
"Escanor malware delivered in weaponized Microsoft Office documents: Resecurity, a Los Angeles-based cybersecurity company protecting Fortune 500 worldwide, identified a new RAT (Remote Administration Tool) advertised in Dark Web and Telegram called… https://t.co/uaxwINfFIu https://t.co/RdRVHrdxgQ","[['malware', 'escanor', 'microsoft', 'office', 'documents', 'weaponized', 'cybersecurity', 'infosec', 'security', 'resecurity']]","[""['escanor', 'malware']""]",['escanor.live']
GO#WEBBFUSCATOR campaign hides malware in NASA’s James Webb Space Telescope image: A malware campaign tracked as GO#WEBBFUSCATOR used an image taken from NASA’s James Webb Space Telescope (JWST) as a lure. Securonix Threat researchers uncovered a… https://t.co/12nsTZrK9D https://t.co/EZMjAjl0Lo,"[['malware', 'nasa', 'james', 'webb', 'space', 'webbfuscator', 'campaign', 'telescope', 'image', 'infosec']]","[""['webb', 'indicator'], ['space', 'organization'], ['securonix', 'organization']""]",none
GO#WEBBFUSCATOR campaign hides malware in NASA’s James Webb Space Telescope image: A malware campaign tracked as GO#WEBBFUSCATOR used an image taken from NASA’s James Webb Space Telescope (JWST) as a lure. Securonix Threat researchers uncovered a… https://t.co/12nsTZrK9D https://t.co/EZMjAjl0Lo,"[['malware', 'nasa', 'james', 'webb', 'space', 'webbfuscator', 'campaign', 'telescope', 'image', 'infosec']]","[""['webb', 'indicator'], ['space', 'organization'], ['securonix', 'organization']""]",none
"Stealthy wiper #Azov disguised as ransomware destroys data instead of encrypting it, Amadey bot deploying Lockbit 3.0, US health dept. warned of Venus ransomware attacks, Worok hackers use PNGs that hide malware, and more in this week's ransomware roundup: https://t.co/wSUvAVCxBY https://t.co/8Tpz3kHL41","[['worok', 'malware', 'pngs', 'hackers', 'steganography', 'cybersecurity', 'bleepingcomputer', 'group', 'computer', 'infosec']]","[""['c&c', 'gpe']""]",none
"The Zscaler ThreatLabz team has recently discovered Xenomorph banking trojan embedded in a Lifestyle app in the Google Play store. The app is “Todo: Day manager,” and has over 1,000 downloads. This is the latest in a disturbing string of hidden malware.
 https://t.co/eKk30mflqb","[['banking', 'xenomorph', 'malware', 'trojan', 'day', 'todo', 'app', 'manager', 'android', 'sms']]","[""['zero', 'cardinal'], ['xenomorph', 'malware'], ['zscaler', 'organization'], ['malware', 'person'], ['google', 'organization'], ['trojan', 'person'], ['threatlabz', 'organization']""]",none
"Cisco Confirms Hack: Yanluowang Ransom Gang Claims 2.8GB Of Data

Cisco was hacked by the Yanluowang ransomware group.
https://t.co/TOorxi2tUO
#Hack #Yanluowang #Ransom #Gang #phish #attack #threat #security #data #datasecurity #networksec #itsec #cyberawareness #securityexpert https://t.co/JIFsivp9FO","[['cisco', 'yanluowang', 'ransomware', 'gang', 'gb', 'cybersecurity', 'data', 'hack', 'ransom', 'mfa']]",none,none
A modded Android version of WhatsApp named YoWhatsApp has been found stealing users’ access keys. Security researchers at Kaspersky discovered that YoWhatsApp contains the Triada trojan that can steal access keys for users’ accounts and send them to the de https://t.co/aPHc6jOxHO,"[['whatsapp', 'yowhatsapp', 'triada', 'trojan', 'app', 'android', 'cybersecurity', 'malware', 'version', 'users']]","[""['whatsapp', 'system'], ['yowhatsapp', 'system'], ['kaspersky', 'malware'], ['android', 'system']""]",['2.22.11.75']
"New Zerobot malware has 21 exploits for BIG-IP, Zyxel, D-Link devices https://t.co/2ZBf327IRB #Cybersecurity #DigitalTransformation #CyberAttack #Privacy #Dataprotection #DataScience #FAANG #BigTech #Tech #Technology #Blockchain #Innovation #Science #IT #BigData #Crypto #Fintech","[['ip', 'zerobot', 'big', 'link', 'zyxel', 'devices', 'd', 'malware', 'exploits', 'new']]",none,none
